"행정구역","2023년01월_계_총인구수","2023년01월_계_연령구간인구수","2023년01월_계_0~9세","2023년01월_계_10~19세","2023년01월_계_20~29세","2023년01월_계_30~39세","2023년01월_계_40~49세","2023년01월_계_50~59세","2023년01월_계_60~69세","2023년01월_계_70~79세","2023년01월_계_80~89세","2023년01월_계_90~99세","2023년01월_계_100세 이상"
"강원도 영월군 김삿갓면(4275032500)","1,723","1,723","21","72","68","54","145","350","568","267","148","30","0"
"강원도 영월군 북면(4275033000)","2,066","2,066","28","89","103","98","154","404","604","341","218","26","1"
"강원도 영월군 남면(4275034000)","2,182","2,182","28","86","110","98","190","382","673","362","218","33","2"
"강원도 영월군 한반도면(4275035500)","1,208","1,208","38","44","79","64","97","253","336","177","110","10","0"
"강원도 영월군 한반도면쌍용출장소(4275035900)","1,617","1,617","43","50","86","88","152","274","420","284","193","26","1"
"강원도 영월군 주천면(4275036000)","3,722","3,722","83","180","192","165","283","712","1,077","565","407","55","3"
"강원도 영월군 무릉도원면(4275038000)","2,081","2,081","35","80","69","91","149","374","702","388","169","23","1"
"강원도 평창군 (4276000000)","40,901","40,901","1,556","2,701","3,092","2,713","4,799","7,623","9,826","5,218","2,957","401","15"
"강원도 평창군 평창읍(4276025000)","8,409","8,409","352","670","743","599","1,004","1,524","1,860","985","579","90","3"
"강원도 평창군 미탄면(4276031000)","1,604","1,604","36","57","87","58","142","318","488","260","137","21","0"
"강원도 평창군 방림면(4276032000)","826","826","18","38","38","34","57","149","263","128","92","8","1"
"강원도 평창군 방림면계촌출장소(4276032500)","1,721","1,721","45","67","81","88","136","319","564","265","131","25","0"
"강원도 평창군 대화면(4276033000)","5,112","5,112","167","308","350","275","539","938","1,302","697","468","65","3"
"강원도 평창군 봉평면(4276034000)","5,761","5,761","242","421","388","401","719","1,098","1,424","682","340","44","2"
"강원도 평창군 용평면(4276035000)","3,098","3,098","110","199","207","149","336","617","801","382","269","28","0"
"강원도 평창군 진부면(4276036000)","8,478","8,478","336","589","662","511","1,020","1,561","1,962","1,138","607","87","5"
"강원도 평창군 대관령면(4276038000)","5,892","5,892","250","352","536","598","846","1,099","1,162","681","334","33","1"
"강원도 정선군 (4277000000)","34,892","34,892","1,419","2,323","2,476","2,496","4,439","6,469","7,991","4,414","2,512","341","12"
"강원도 정선군 정선읍(4277025000)","10,206","10,206","519","935","921","770","1,484","1,864","1,887","1,105","603","113","5"
"강원도 정선군 고한읍(4277025300)","4,308","4,308","255","229","302","596","702","690","805","514","199","16","0"
"강원도 정선군 사북읍(4277025600)","4,551","4,551","241","372","334","363","705","869","979","457","214","16","1"
"강원도 정선군 신동읍(4277025900)","1,756","1,756","55","106","110","77","182","343","446","265","160","12","0"
"강원도 정선군 신동읍함백출장소(4277026000)","1,590","1,590","35","101","105","87","151","303","398","236","155","18","1"
"강원도 정선군 남면(4277032000)","3,113","3,113","103","183","179","208","418","559","825","412","199","25","2"
"강원도 정선군 북평면(4277034000)","2,428","2,428","59","148","152","111","255","454","596","366","244","43","0"
"강원도 정선군 임계면(4277035000)","3,402","3,402","70","115","166","148","251","679","1,015","505","400","52","1"
"강원도 정선군 화암면(4277036000)","1,601","1,601","41","71","93","62","132","352","475","214","146","15","0"
"강원도 정선군 여량면(4277037000)","1,937","1,937","41","63","114","74","159","356","565","340","192","31","2"
"강원도 철원군 (4278000000)","42,174","42,174","2,919","3,395","4,789","4,358","5,147","6,708","7,517","4,376","2,592","361","12"
"강원도 철원군 철원읍(4278025000)","5,104","5,104","378","405","539","558","589","852","865","556","321","40","1"
"강원도 철원군 김화읍(4278025300)","3,304","3,304","287","249","426","449","326","426","548","332","226","35","0"
"강원도 철원군 갈말읍(4278025600)","11,748","11,748","746","912","1,395","1,209","1,509","1,944","2,133","1,166","641","89","4"
"강원도 철원군 동송읍(4278025900)","14,454","14,454","984","1,329","1,513","1,355","1,895","2,347","2,584","1,456","869","118","4"
"강원도 철원군 서면(4278031000)","1,807","1,807","151","88","304","245","161","209","291","200","140","17","1"
"강원도 철원군 서면와수출장소(4278031500)","3,540","3,540","216","291","378","291","486","607","635","368","226","41","1"
"강원도 철원군 근남면(4278032000)","2,115","2,115","157","118","232","249","174","307","439","269","150","19","1"
"강원도 철원군 근북면(4278033000)","102","102","0","3","2","2","7","16","22","29","19","2","0"
"강원도 화천군 (4279000000)","23,323","23,323","1,557","1,646","3,101","2,622","2,488","3,648","4,251","2,184","1,601","215","10"
"강원도 화천군 화천읍(4279025000)","8,135","8,135","643","717","1,047","984","1,053","1,240","1,229","674","488","55","5"
"강원도 화천군 간동면(4279031000)","2,624","2,624","49","111","214","132","190","557","685","368","266","51","1"
"강원도 화천군 하남면(4279032000)","2,833","2,833","118","247","253","203","334","507","612","292","238","28","1"
"강원도 화천군 상서면(4279033000)","3,823","3,823","246","152","822","515","280","476","680","340","275","35","2"
"강원도 화천군 사내면(4279034000)","5,908","5,908","501","419","765","788","631","868","1,045","510","334","46","1"
"강원도 양구군 (4280000000)","21,341","21,341","1,558","1,857","2,600","2,384","2,410","3,274","3,837","1,910","1,327","179","5"
"강원도 양구군 양구읍(4280025000)","13,598","13,598","1,293","1,483","1,553","1,807","1,836","1,973","2,012","931","635","73","2"
"강원도 양구군 국토정중앙면(4280031500)","3,310","3,310","99","167","405","240","255","556","815","417","304","50","2"
"강원도 양구군 동면(4280032000)","1,996","1,996","99","83","343","174","136","315","406","235","173","32","0"
"강원도 양구군 방산면(4280033000)","1,227","1,227","39","60","214","92","77","184","286","147","111","17","0"
"강원도 양구군 해안면(4280034000)","1,210","1,210","28","64","85","71","106","246","318","180","104","7","1"
"강원도 인제군 (4281000000)","32,206","32,206","2,401","2,307","3,998","3,957","3,972","4,967","5,929","2,692","1,713","264","6"
"강원도 인제군 인제읍(4281025000)","10,237","10,237","958","901","1,187","1,338","1,498","1,551","1,558","738","434","71","3"
"강원도 인제군 인제읍귀둔출장소(4281025100)","500","500","15","28","22","27","45","120","123","76","39","5","0"
"강원도 인제군 남면(4281031000)","3,832","3,832","243","234","495","512","420","546","774","328","240","39","1"
"강원도 인제군 북면(4281032000)","7,940","7,940","501","627","869","789","1,011","1,373","1,557","682","464","65","2"
"강원도 인제군 기린면(4281033000)","4,996","4,996","339","317","545","655","603","751","1,045","415","275","51","0"
"강원도 인제군 서화면(4281034000)","2,657","2,657","204","115","565","428","223","318","428","211","144","21","0"
"강원도 인제군 상남면(4281035000)","2,044","2,044","141","85","315","208","172","308","444","242","117","12","0"
"강원도 고성군 (4282000000)","27,193","27,193","1,282","1,585","2,579","2,299","3,016","4,686","5,865","3,418","2,128","323","12"
"강원도 고성군 간성읍(4282025000)","7,068","7,068","537","546","890","818","881","1,083","1,199","636","419","59","0"
"강원도 고성군 거진읍(4282025300)","5,855","5,855","148","322","418","292","533","1,031","1,427","945","629","105","5"
"강원도 고성군 현내면(4282031000)","2,251","2,251","53","90","125","134","180","357","623","393","255","40","1"
"강원도 고성군 죽왕면(4282032000)","3,419","3,419","102","146","309","224","336","590","836","485","338","50","3"
"강원도 고성군 토성면(4282033000)","8,600","8,600","442","481","837","831","1,086","1,625","1,780","959","487","69","3"
"강원도 양양군 (4283000000)","27,811","27,811","1,156","1,740","2,166","2,123","3,404","4,861","6,104","3,738","2,169","341","9"
"강원도 양양군 양양읍(4283025000)","12,566","12,566","730","1,097","1,154","1,143","1,902","2,190","2,256","1,295","681","115","3"
"강원도 양양군 서면(4283031000)","2,743","2,743","37","152","175","137","263","486","691","482","281","38","1"
"강원도 양양군 손양면(4283032000)","2,313","2,313","66","88","163","161","223","415","531","368","261","36","1"
"강원도 양양군 현북면(4283033000)","2,636","2,636","89","90","163","173","251","437","694","443","257","36","3"
"강원도 양양군 현남면(4283034000)","2,983","2,983","74","104","151","201","292","479","758","518","347","58","1"
"강원도 양양군 강현면(4283035000)","4,570","4,570","160","209","360","308","473","854","1,174","632","342","58","0"
"충청북도  (4300000000)","1,594,459","1,594,459","108,664","145,699","187,642","186,913","235,849","268,352","252,581","124,098","74,108","10,277","276"
"충청북도 청주시 (4311000000)","849,741","849,741","66,418","84,943","115,274","116,447","136,133","138,039","111,565","49,917","27,124","3,789","92"
"충청북도 청주시 상당구 (4311100000)","197,181","197,181","15,370","19,910","23,939","24,019","30,795","33,607","28,115","13,025","7,369","1,008","24"
"충청북도 청주시 상당구 낭성면(4311131000)","2,145","2,145","37","50","130","120","148","375","642","363","242","36","2"
"충청북도 청주시 상당구 미원면(4311132000)","4,731","4,731","85","156","241","263","365","742","1,407","814","571","86","1"
"충청북도 청주시 상당구 가덕면(4311133000)","3,807","3,807","76","110","262","200","341","771","1,048","556","400","43","0"
"충청북도 청주시 상당구 남일면(4311134000)","6,705","6,705","336","437","627","648","739","1,213","1,489","630","512","71","3"
"충청북도 청주시 상당구 문의면(4311135000)","3,767","3,767","64","164","263","198","319","698","919","565","501","73","3"
"충청북도 청주시 상당구 중앙동(4311152500)","6,730","6,730","340","501","1,003","822","874","1,068","1,017","624","436","42","3"
"충청북도 청주시 상당구 성안동(4311154500)","6,566","6,566","212","325","828","692","750","1,108","1,290","793","490","78","0"
"충청북도 청주시 상당구 탑대성동(4311162000)","10,118","10,118","528","769","1,192","1,118","1,323","1,759","1,727","1,076","544","81","1"
"충청북도 청주시 상당구 영운동(4311167000)","10,370","10,370","512","806","1,170","1,083","1,454","1,862","1,886","1,037","509","49","2"
"충청북도 청주시 상당구 금천동(4311168000)","30,329","30,329","2,239","3,636","3,765","3,263","5,087","5,302","3,993","1,996","928","120","0"
"충청북도 청주시 상당구 용담.명암.산성동(4311169000)","13,081","13,081","1,249","1,997","1,396","1,311","2,488","2,162","1,402","674","344","56","2"
"충청북도 청주시 상당구 용암1동(4311172000)","57,814","57,814","5,446","6,539","7,738","8,113","9,946","9,585","6,728","2,385","1,156","174","4"
"충청북도 청주시 상당구 용암2동(4311173000)","41,018","41,018","4,246","4,420","5,324","6,188","6,961","6,962","4,567","1,512","736","99","3"
"충청북도 청주시 서원구 (4311200000)","190,948","190,948","11,653","18,953","27,393","21,976","28,638","33,481","28,032","13,003","6,870","931","18"
"충청북도 청주시 서원구 남이면(4311231000)","9,931","9,931","568","580","1,026","1,001","1,211","2,010","2,056","855","546","78","0"
"충청북도 청주시 서원구 현도면(4311232000)","3,146","3,146","66","92","158","191","278","536","814","530","398","82","1"
"충청북도 청주시 서원구 사직1동(4311251000)","5,502","5,502","218","340","610","535","724","1,093","1,065","575","308","34","0"
"충청북도 청주시 서원구 사직2동(4311252000)","13,034","13,034","1,189","1,377","1,285","1,664","1,964","2,040","2,085","874","484","72","0"
"충청북도 청주시 서원구 사창동(4311253000)","14,558","14,558","531","867","3,473","1,956","1,760","1,994","2,123","1,216","582","55","1"
"충청북도 청주시 서원구 모충동(4311254000)","17,417","17,417","902","1,163","2,817","2,296","2,151","2,907","2,981","1,394","715","88","3"
"충청북도 청주시 서원구 산남동(4311255000)","25,990","25,990","1,939","3,767","3,546","2,946","4,721","4,809","2,547","1,118","515","80","2"
"충청북도 청주시 서원구 분평동(4311256000)","29,490","29,490","2,038","3,743","4,107","3,102","4,979","5,697","3,364","1,463","881","114","2"
"충청북도 청주시 서원구 수곡1동(4311257000)","13,145","13,145","477","883","1,932","1,306","1,647","2,259","2,508","1,345","713","71","4"
"충청북도 청주시 서원구 수곡2동(4311258000)","15,516","15,516","808","1,290","1,770","1,679","1,970","2,923","2,922","1,320","725","107","2"
"충청북도 청주시 서원구 성화.개신.죽림동(4311259000)","43,219","43,219","2,917","4,851","6,669","5,300","7,233","7,213","5,567","2,313","1,003","150","3"
"충청북도 청주시 흥덕구 (4311300000)","268,001","268,001","22,221","26,348","38,865","41,086","43,642","43,002","32,098","13,126","6,600","988","25"
"충청북도 청주시 흥덕구 오송읍(4311325000)","24,653","24,653","1,993","2,444","3,465","4,040","4,241","3,445","2,834","1,317","752","120","2"
"충청북도 청주시 흥덕구 강내면(4311331000)","10,640","10,640","576","1,032","1,356","1,060","1,511","1,952","1,731","865","483","73","1"
"충청북도 청주시 흥덕구 옥산면(4311332000)","17,801","17,801","2,140","1,322","1,592","3,207","2,810","2,665","2,342","1,031","608","82","2"
"충청북도 청주시 흥덕구 운천.신봉동(4311370000)","16,233","16,233","716","1,310","2,292","1,687","2,203","3,188","2,880","1,245","623","86","3"
"충청북도 청주시 흥덕구 복대1동(4311374100)","49,893","49,893","5,052","6,487","6,639","7,783","9,891","7,551","4,136","1,540","702","110","2"
"충청북도 청주시 흥덕구 복대2동(4311374200)","15,925","15,925","519","972","3,413","1,940","1,891","2,666","2,591","1,302","556","74","1"
"충청북도 청주시 흥덕구 가경동(4311374700)","55,472","55,472","4,690","6,535","7,308","6,940","9,258","10,210","6,907","2,354","1,098","168","4"
"충청북도 청주시 흥덕구 봉명1동(4311375100)","9,382","9,382","376","532","1,833","1,661","1,245","1,490","1,346","612","254","30","3"
"충청북도 청주시 흥덕구 봉명2.송정동(4311375600)","23,436","23,436","1,401","2,168","3,862","3,870","3,753","3,799","2,933","1,071","505","73","1"
"충청북도 청주시 흥덕구 강서제1동(4311376000)","28,331","28,331","1,827","2,231","5,062","4,650","4,181","4,586","3,454","1,428","772","135","5"
"충청북도 청주시 흥덕구 강서제2동(4311377000)","16,235","16,235","2,931","1,315","2,043","4,248","2,658","1,450","944","361","247","37","1"
"충청북도 청주시 청원구 (4311400000)","193,611","193,611","17,174","19,732","25,077","29,366","33,058","27,949","23,320","10,763","6,285","862","25"
"충청북도 청주시 청원구 내수읍(4311425000)","18,895","18,895","1,166","1,775","2,187","1,824","2,830","3,493","3,080","1,445","941","149","5"
"충청북도 청주시 청원구 오창읍(4311425300)","69,600","69,600","8,742","7,984","8,313","13,953","13,635","7,918","5,348","2,267","1,242","196","2"
"충청북도 청주시 청원구 북이면(4311431000)","4,408","4,408","75","141","283","291","376","776","1,191","673","514","83","5"
"충청북도 청주시 청원구 우암동(4311451000)","12,223","12,223","445","718","2,128","1,465","1,430","1,921","2,031","1,242","770","71","2"
"충청북도 청주시 청원구 내덕1동(4311452000)","8,299","8,299","271","505","987","804","1,036","1,433","1,661","967","571","62","2"
"충청북도 청주시 청원구 내덕2동(4311453000)","13,239","13,239","753","1,039","2,003","1,571","1,923","2,211","1,981","1,102","597","59","0"
"충청북도 청주시 청원구 율량.사천동(4311454000)","48,818","48,818","3,736","5,068","7,316","6,958","8,107","7,867","6,163","2,250","1,176","171","6"
"충청북도 청주시 청원구 오근장동(4311455000)","18,129","18,129","1,986","2,502","1,860","2,500","3,721","2,330","1,865","817","474","71","3"
"충청북도 충주시 (4313000000)","208,149","208,149","12,844","18,139","22,406","22,314","29,753","36,325","35,725","17,898","11,193","1,512","40"
"충청북도 충주시 주덕읍(4313025000)","4,769","4,769","87","192","335","296","434","939","1,268","667","462","87","2"
"충청북도 충주시 살미면(4313031000)","2,019","2,019","37","50","90","98","139","362","641","368","201","30","3"
"충청북도 충주시 수안보면(4313032500)","2,848","2,848","60","104","150","137","219","524","821","477","312","44","0"
"충청북도 충주시 대소원면(4313033500)","9,161","9,161","585","421","1,345","1,443","1,234","1,492","1,513","621","439","68","0"
"충청북도 충주시 신니면(4313035000)","2,827","2,827","33","81","134","134","185","502","833","465","404","55","1"
"충청북도 충주시 노은면(4313036000)","2,228","2,228","40","83","95","95","152","340","675","407","293","47","1"
"충청북도 충주시 앙성면(4313037000)","3,954","3,954","51","113","212","167","291","751","1,173","667","445","84","0"
"충청북도 충주시 중앙탑면(4313038500)","13,670","13,670","1,945","1,192","1,301","2,969","2,393","1,587","1,314","571","342","55","1"
"충청북도 충주시 금가면(4313039000)","3,843","3,843","298","270","562","429","498","519","623","344","272","28","0"
"충청북도 충주시 동량면(4313040000)","3,573","3,573","93","142","235","169","275","655","963","550","419","71","1"
"충청북도 충주시 산척면(4313041000)","2,215","2,215","43","71","108","118","173","381","612","372","295","41","1"
"충청북도 충주시 엄정면(4313042000)","3,053","3,053","60","125","148","137","217","489","921","488","406","60","2"
"충청북도 충주시 소태면(4313043000)","1,917","1,917","51","76","77","96","130","306","580","303","270","28","0"
"충청북도 충주시 성내.충인동(4313051500)","2,557","2,557","82","147","258","180","304","416","545","369","227","29","0"
"충청북도 충주시 교현.안림동(4313053500)","23,061","23,061","1,471","2,376","2,472","2,185","3,494","4,273","3,774","1,816","1,083","112","5"
"충청북도 충주시 교현2동(4313054000)","6,601","6,601","211","464","754","551","826","1,186","1,274","811","470","53","1"
"충청북도 충주시 용산동(4313055000)","14,628","14,628","961","1,925","1,668","1,373","2,635","2,618","1,950","893","537","66","2"
"충청북도 충주시 지현동(4313056000)","5,174","5,174","214","476","521","433","713","891","941","601","342","42","0"
"충청북도 충주시 문화동(4313057100)","9,175","9,175","282","612","931","718","1,115","1,629","1,965","1,209","631","81","2"
"충청북도 충주시 호암.직동(4313058000)","21,151","21,151","2,144","2,616","2,527","3,360","3,855","3,127","2,176","838","440","67","1"
"충청북도 충주시 달천동(4313060500)","3,761","3,761","66","136","556","245","381","699","862","462","310","44","0"
"충청북도 충주시 봉방동(4313061000)","8,935","8,935","415","667","1,014","864","1,256","1,714","1,619","907","435","39","5"
"충청북도 충주시 칠금.금릉동(4313062500)","14,210","14,210","825","1,609","1,716","1,366","2,200","2,871","2,121","921","516","63","2"
"충청북도 충주시 연수동(4313063000)","36,257","36,257","2,315","3,524","4,490","4,002","5,534","6,807","5,622","2,385","1,388","183","7"
"충청북도 충주시 목행.용탄동(4313064000)","6,562","6,562","475","667","707","749","1,100","1,247","939","386","254","35","3"
"충청북도 제천시 (4315000000)","130,628","130,628","7,461","11,298","13,998","11,796","17,042","23,059","24,832","12,920","7,326","866","30"
"충청북도 제천시 봉양읍(4315025000)","6,717","6,717","205","327","464","385","610","1,227","1,825","948","634","90","2"
"충청북도 제천시 금성면(4315031000)","1,834","1,834","30","80","82","95","125","314","568","277","230","31","2"
"충청북도 제천시 청풍면(4315032000)","1,255","1,255","17","47","56","62","72","231","388","216","154","12","0"
"충청북도 제천시 수산면(4315033000)","1,998","1,998","36","57","65","62","119","365","636","386","243","29","0"
"충청북도 제천시 덕산면(4315034000)","2,133","2,133","60","174","65","75","156","335","598","397","231","41","1"
"충청북도 제천시 한수면(4315035000)","677","677","19","31","29","27","64","124","194","105","71","12","1"
"충청북도 제천시 백운면(4315036000)","3,288","3,288","65","145","139","131","199","556","1,064","543","393","53","0"
"충청북도 제천시 송학면(4315038000)","4,663","4,663","84","204","357","237","327","837","1,353","739","462","62","1"
"충청북도 제천시 교동(4315051000)","18,256","18,256","1,345","2,164","2,085","1,823","2,965","3,508","2,585","1,152","578","48","3"
"충청북도 제천시 의림지동(4315051800)","9,927","9,927","697","1,043","1,338","936","1,524","1,779","1,520","665","370","53","2"
"충청북도 제천시 중앙동(4315052800)","5,625","5,625","215","376","603","434","669","971","1,165","766","382","43","1"
"충청북도 제천시 남현동(4315053700)","4,799","4,799","164","266","550","382","515","810","1,131","656","304","20","1"
"충청북도 제천시 영서동(4315054700)","9,975","9,975","736","884","952","1,004","1,430","1,685","1,710","973","533","64","4"
"충청북도 제천시 용두동(4315056000)","18,282","18,282","1,204","1,911","2,749","2,064","2,547","3,129","2,751","1,156","693","78","0"
"충청북도 제천시 신백동(4315057700)","10,821","10,821","561","1,114","1,264","889","1,558","2,160","1,762","947","505","58","3"
"충청북도 제천시 청전동(4315059000)","15,364","15,364","567","1,043","1,806","1,295","1,809","2,717","3,362","1,801","864","94","6"
"충청북도 제천시 화산동(4315060500)","15,014","15,014","1,456","1,432","1,394","1,895","2,353","2,311","2,220","1,193","679","78","3"
"충청북도 보은군 (4372000000)","31,453","31,453","1,206","1,958","2,101","1,894","3,033","5,343","7,626","4,414","3,314","552","12"
"충청북도 보은군 보은읍(4372025000)","14,531","14,531","858","1,271","1,264","1,135","1,801","2,564","2,842","1,574","1,042","174","6"
"충청북도 보은군 속리산면(4372031500)","1,810","1,810","25","64","109","70","111","367","535","311","184","33","1"
"충청북도 보은군 장안면(4372032500)","1,428","1,428","75","66","97","132","157","225","309","186","154","26","1"
"충청북도 보은군 마로면(4372033000)","2,121","2,121","44","79","77","72","137","326","639","395","312","39","1"
"충청북도 보은군 탄부면(4372034000)","1,586","1,586","14","51","67","59","101","225","443","310","270","46","0"
"충청북도 보은군 삼승면(4372035000)","2,291","2,291","51","109","143","158","207","345","572","359","307","39","1"
"충청북도 보은군 수한면(4372036000)","1,856","1,856","34","90","90","69","142","282","563","304","242","39","1"
"충청북도 보은군 회남면(4372037000)","728","728","14","26","15","20","42","115","263","123","95","15","0"
"충청북도 보은군 회인면(4372038500)","1,716","1,716","37","71","68","60","105","288","481","314","247","44","1"
"충청북도 보은군 내북면(4372039000)","1,640","1,640","31","62","82","59","104","290","461","275","224","52","0"
"충청북도 보은군 산외면(4372040000)","1,746","1,746","23","69","89","60","126","316","518","263","237","45","0"
"충청북도 옥천군 (4373000000)","49,452","49,452","2,097","3,687","3,890","3,341","5,886","8,467","10,814","6,416","4,183","655","16"
"충청북도 옥천군 옥천읍(4373025000)","28,607","28,607","1,736","2,949","2,919","2,423","4,353","4,908","4,833","2,767","1,494","219","6"
"충청북도 옥천군 동이면(4373031000)","3,184","3,184","67","117","168","152","258","593","932","476","357","63","1"
"충청북도 옥천군 안남면(4373032000)","1,402","1,402","40","58","57","64","80","230","402","251","180","40","0"
"충청북도 옥천군 안내면(4373033000)","1,922","1,922","30","66","83","59","142","305","557","338","301","40","1"
"충청북도 옥천군 청성면(4373034000)","2,319","2,319","35","55","69","79","120","370","714","434","374","66","3"
"충청북도 옥천군 청산면(4373035000)","2,903","2,903","38","116","117","93","200","445","838","584","418","51","3"
"충청북도 옥천군 이원면(4373036000)","4,014","4,014","74","158","205","217","329","687","1,054","714","489","86","1"
"충청북도 옥천군 군서면(4373037000)","2,156","2,156","30","76","116","99","162","362","607","390","267","47","0"
"충청북도 옥천군 군북면(4373038000)","2,945","2,945","47","92","156","155","242","567","877","462","303","43","1"
"충청북도 영동군 (4374000000)","44,896","44,896","1,795","3,042","3,539","2,708","4,710","7,842","10,159","6,212","4,297","574","18"
"충청북도 영동군 영동읍(4374025000)","19,734","19,734","1,253","1,912","2,151","1,658","2,780","3,410","3,355","1,948","1,142","124","1"
"충청북도 영동군 용산면(4374031000)","3,286","3,286","63","148","229","161","270","611","884","495","376","46","3"
"충청북도 영동군 황간면(4374032000)","4,039","4,039","114","257","241","200","367","718","1,035","644","421","39","3"
"충청북도 영동군 추풍령면(4374033500)","2,229","2,229","38","102","112","90","186","419","594","374","267","44","3"
"충청북도 영동군 매곡면(4374034000)","1,874","1,874","47","81","88","75","128","327","510","304","276","36","2"
"충청북도 영동군 상촌면(4374035000)","2,218","2,218","44","84","84","79","128","372","623","439","305","58","2"
"충청북도 영동군 양강면(4374036000)","3,069","3,069","81","150","252","138","245","561","774","468","358","41","1"
"충청북도 영동군 용화면(4374037000)","960","960","23","44","36","27","60","188","266","147","147","21","1"
"충청북도 영동군 학산면(4374038000)","2,659","2,659","51","87","123","90","187","429","777","482","375","57","1"
"충청북도 영동군 양산면(4374039000)","1,792","1,792","22","81","80","56","141","301","461","346","250","53","1"
"충청북도 영동군 심천면(4374040000)","3,036","3,036","59","96","143","134","218","506","880","565","380","55","0"
"충청북도 증평군 (4374500000)","37,312","37,312","2,757","3,397","4,445","4,529","5,561","6,144","5,708","2,876","1,684","209","2"
"충청북도 증평군 증평읍(4374525000)","35,537","35,537","2,717","3,336","4,330","4,436","5,405","5,836","5,237","2,590","1,471","177","2"
"충청북도 증평군 도안면(4374531000)","1,775","1,775","40","61","115","93","156","308","471","286","213","32","0"
"충청북도 진천군 (4375000000)","86,076","86,076","6,957","8,422","9,035","11,100","14,240","14,012","12,184","5,690","3,871","549","16"
"충청북도 진천군 진천읍(4375025000)","29,901","29,901","1,825","3,111","3,841","2,984","4,746","5,358","4,359","2,159","1,340","174","4"
"충청북도 진천군 덕산읍(4375025300)","30,074","30,074","4,141","3,489","2,826","5,791","6,152","3,682","2,407","915","585","84","2"
"충청북도 진천군 덕산읍혁신도시출장소(4375025400)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"충청북도 진천군 초평면(4375032000)","3,045","3,045","62","145","186","163","262","530","815","450","372","56","4"
"충청북도 진천군 문백면(4375033000)","3,419","3,419","89","136","205","230","322","674","877","470","370","46","0"
"충청북도 진천군 백곡면(4375034000)","2,059","2,059","35","66","97","90","156","367","595","337","277","35","4"
"충청북도 진천군 이월면(4375035000)","6,307","6,307","168","347","567","509","705","1,171","1,517","713","517","91","2"
"충청북도 진천군 광혜원면(4375037000)","11,271","11,271","637","1,128","1,313","1,333","1,897","2,230","1,614","646","410","63","0"
"충청북도 괴산군 (4376000000)","36,961","36,961","1,198","1,816","2,332","2,126","3,528","6,756","9,653","5,404","3,625","508","15"
"충청북도 괴산군 괴산읍(4376025000)","9,433","9,433","517","822","1,015","873","1,331","1,637","1,645","949","570","72","2"
"충청북도 괴산군 감물면(4376031000)","2,080","2,080","68","113","96","90","181","365","605","293","232","37","0"
"충청북도 괴산군 장연면(4376032000)","1,896","1,896","43","56","75","71","138","387","588","284","222","31","1"
"충청북도 괴산군 연풍면(4376033000)","2,273","2,273","39","68","105","94","199","368","701","383","277","39","0"
"충청북도 괴산군 칠성면(4376034000)","3,094","3,094","69","120","178","166","273","650","822","462","311","41","2"
"충청북도 괴산군 문광면(4376035000)","2,186","2,186","53","101","123","109","184","391","595","361","230","38","1"
"충청북도 괴산군 청천면(4376036000)","5,179","5,179","116","189","215","202","381","963","1,603","862","564","82","2"
"충청북도 괴산군 청안면(4376037000)","3,428","3,428","109","122","167","178","252","653","975","531","381","57","3"
"충청북도 괴산군 사리면(4376039000)","2,629","2,629","64","86","175","122","226","491","687","429","305","41","3"
"충청북도 괴산군 소수면(4376040000)","2,089","2,089","52","54","79","111","163","369","648","367","211","35","0"
"충청북도 괴산군 불정면(4376041000)","2,674","2,674","68","85","104","110","200","482","784","483","322","35","1"
"충청북도 음성군 (4377000000)","92,018","92,018","4,968","7,229","8,749","8,948","13,113","17,229","17,329","8,474","5,184","772","23"
"충청북도 음성군 음성읍(4377025000)","16,844","16,844","789","1,275","1,559","1,457","2,163","3,167","3,447","1,814","1,018","152","3"
"충청북도 음성군 금왕읍(4377025300)","19,482","19,482","1,011","1,796","2,036","1,835","3,145","3,855","3,326","1,462","885","125","6"
"충청북도 음성군 소이면(4377031000)","2,859","2,859","47","108","137","153","205","443","786","523","400","55","2"
"충청북도 음성군 원남면(4377032000)","2,991","2,991","55","93","142","156","200","495","887","535","359","66","3"
"충청북도 음성군 맹동면(4377033000)","13,209","13,209","1,335","1,233","1,340","2,250","2,382","1,835","1,635","719","425","55","0"
"충청북도 음성군 대소면(4377034000)","15,571","15,571","920","1,483","1,699","1,562","2,608","3,358","2,364","942","571","63","1"
"충청북도 음성군 삼성면(4377035000)","6,616","6,616","194","350","515","488","730","1,394","1,610","772","484","77","2"
"충청북도 음성군 생극면(4377036000)","4,516","4,516","142","227","344","278","442","856","1,129","614","397","83","4"
"충청북도 음성군 감곡면(4377037000)","9,930","9,930","475","664","977","769","1,238","1,826","2,145","1,093","645","96","2"
"충청북도 단양군 (4380000000)","27,773","27,773","963","1,768","1,873","1,710","2,850","5,136","6,986","3,877","2,307","291","12"
"충청북도 단양군 단양읍(4380025000)","10,127","10,127","544","885","971","886","1,353","1,861","1,978","1,005","565","76","3"
"충청북도 단양군 매포읍(4380025300)","5,107","5,107","206","377","398","343","607","950","1,051","723","414","38","0"
"충청북도 단양군 대강면(4380031000)","2,396","2,396","48","97","114","83","162","453","721","410","263","43","2"
"충청북도 단양군 가곡면(4380032000)","2,043","2,043","51","117","82","74","144","372","628","348","202","24","1"
