"행정구역","2023년01월_계_총인구수","2023년01월_계_연령구간인구수","2023년01월_계_0~9세","2023년01월_계_10~19세","2023년01월_계_20~29세","2023년01월_계_30~39세","2023년01월_계_40~49세","2023년01월_계_50~59세","2023년01월_계_60~69세","2023년01월_계_70~79세","2023년01월_계_80~89세","2023년01월_계_90~99세","2023년01월_계_100세 이상"
"충청북도 단양군 영춘면(4380033000)","3,125","3,125","46","152","117","112","265","612","914","546","322","38","1"
"충청북도 단양군 어상천면(4380034000)","1,843","1,843","22","55","65","57","124","339","660","298","202","21","0"
"충청북도 단양군 적성면(4380035000)","1,511","1,511","21","24","51","77","102","252","508","274","175","24","3"
"충청북도 단양군 단성면(4380036000)","1,621","1,621","25","61","75","78","93","297","526","273","164","27","2"
"충청남도  (4400000000)","2,122,913","2,122,913","151,418","202,490","230,383","252,533","327,050","341,901","315,223","174,147","110,002","17,305","461"
"충청남도 천안시 (4413000000)","656,955","656,955","53,609","68,010","91,632","98,998","112,452","105,325","75,014","32,245","17,045","2,550","75"
"충청남도 천안시 동남구 (4413100000)","255,892","255,892","17,261","25,643","33,750","31,006","41,636","43,671","36,144","16,503","8,860","1,380","38"
"충청남도 천안시 동남구 목천읍(4413125000)","23,925","23,925","1,393","2,405","2,683","2,253","4,026","4,765","3,555","1,704","972","166","3"
"충청남도 천안시 동남구 풍세면(4413131000)","4,014","4,014","112","191","367","300","409","681","1,003","543","343","65","0"
"충청남도 천안시 동남구 광덕면(4413132000)","4,210","4,210","90","165","288","276","383","787","1,156","605","386","72","2"
"충청남도 천안시 동남구 북면(4413133000)","4,320","4,320","94","198","332","301","474","854","1,108","544","353","61","1"
"충청남도 천안시 동남구 성남면(4413134000)","3,042","3,042","61","141","209","167","287","551","799","469","302","55","1"
"충청남도 천안시 동남구 수신면(4413135000)","2,219","2,219","37","78","170","155","216","387","567","326","251","32","0"
"충청남도 천안시 동남구 병천면(4413136000)","6,323","6,323","206","338","779","563","761","1,148","1,325","662","455","84","2"
"충청남도 천안시 동남구 동면(4413137000)","2,008","2,008","12","57","117","83","151","355","553","365","267","46","2"
"충청남도 천안시 동남구 중앙동(4413151000)","5,280","5,280","170","258","508","535","633","931","1,167","695","340","43","0"
"충청남도 천안시 동남구 문성동(4413152000)","7,646","7,646","621","617","1,025","1,395","1,260","1,086","987","429","199","27","0"
"충청남도 천안시 동남구 원성1동(4413153000)","8,379","8,379","328","608","998","796","1,108","1,588","1,637","823","416","75","2"
"충청남도 천안시 동남구 원성2동(4413154000)","9,029","9,029","242","582","1,057","814","1,202","1,732","1,756","1,002","573","67","2"
"충청남도 천안시 동남구 봉명동(4413155000)","17,660","17,660","945","1,354","2,600","2,427","2,770","3,144","2,702","1,142","490","82","4"
"충청남도 천안시 동남구 일봉동(4413156000)","22,492","22,492","1,646","3,168","2,512","2,176","4,117","4,052","2,846","1,274","611","89","1"
"충청남도 천안시 동남구 신방동(4413157000)","43,540","43,540","3,624","5,764","5,889","5,948","8,704","7,144","4,071","1,461","810","120","5"
"충청남도 천안시 동남구 청룡동(4413158000)","55,187","55,187","5,223","7,010","6,603","7,482","10,211","8,827","6,034","2,435","1,174","181","7"
"충청남도 천안시 동남구 신안동(4413159000)","36,618","36,618","2,457","2,709","7,613","5,335","4,924","5,639","4,878","2,024","918","115","6"
"충청남도 천안시 서북구 (4413300000)","401,063","401,063","36,348","42,367","57,882","67,992","70,816","61,654","38,870","15,742","8,185","1,170","37"
"충청남도 천안시 서북구 성환읍(4413325000)","23,384","23,384","872","2,052","2,605","1,861","3,403","4,242","4,261","2,454","1,438","190","6"
"충청남도 천안시 서북구 성거읍(4413325300)","20,881","20,881","1,417","2,215","2,352","2,296","3,873","3,872","2,760","1,305","694","95","2"
"충청남도 천안시 서북구 직산읍(4413325600)","19,932","19,932","1,190","1,844","2,385","2,585","3,538","3,685","2,684","1,237","691","90","3"
"충청남도 천안시 서북구 입장면(4413331000)","8,312","8,312","239","472","802","636","971","1,715","1,809","974","595","98","1"
"충청남도 천안시 서북구 성정1동(4413351000)","17,673","17,673","841","1,115","2,637","2,642","2,529","3,229","2,755","1,269","584","68","4"
"충청남도 천안시 서북구 성정2동(4413352000)","25,845","25,845","758","1,144","6,217","5,760","3,879","3,688","2,769","1,093","452","84","1"
"충청남도 천안시 서북구 쌍용1동(4413353000)","13,434","13,434","694","1,167","2,198","1,795","1,820","2,338","2,143","830","379","69","1"
"충청남도 천안시 서북구 쌍용2동(4413354000)","36,470","36,470","2,665","4,498","5,717","4,748","6,146","6,738","3,875","1,333","649","99","2"
"충청남도 천안시 서북구 쌍용3동(4413355000)","18,248","18,248","1,144","2,155","2,475","2,089","2,925","3,447","2,345","985","596","84","3"
"충청남도 천안시 서북구 백석동(4413356000)","39,854","39,854","4,624","5,884","4,794","5,864","8,078","5,946","3,129","995","474","62","4"
"충청남도 천안시 서북구 불당1동(4413356600)","32,533","32,533","3,437","4,529","4,323","5,825","6,260","5,248","2,024","551","290","43","3"
"충청남도 천안시 서북구 불당2동(4413356700)","36,823","36,823","5,740","5,473","3,756","7,070","8,532","4,199","1,426","424","176","26","1"
"충청남도 천안시 서북구 부성1동(4413358000)","49,985","49,985","4,123","4,197","10,245","10,233","7,949","7,253","3,780","1,394","716","91","4"
"충청남도 천안시 서북구 부성2동(4413359000)","57,689","57,689","8,604","5,622","7,376","14,588","10,913","6,054","3,110","898","451","71","2"
"충청남도 공주시 (4415000000)","102,460","102,460","4,798","7,917","10,830","8,531","12,425","17,286","20,221","11,470","7,674","1,273","35"
"충청남도 공주시 유구읍(4415025000)","7,105","7,105","192","367","398","362","711","1,129","1,887","1,177","785","95","2"
"충청남도 공주시 이인면(4415031000)","3,092","3,092","77","112","161","178","232","522","808","530","400","71","1"
"충청남도 공주시 탄천면(4415032000)","2,841","2,841","51","117","157","169","190","417","718","510","414","93","5"
"충청남도 공주시 계룡면(4415033000)","5,269","5,269","119","253","279","248","416","910","1,450","874","609","107","4"
"충청남도 공주시 반포면(4415034000)","4,177","4,177","122","182","300","264","431","906","1,122","503","302","45","0"
"충청남도 공주시 의당면(4415036000)","4,452","4,452","137","301","412","310","512","840","1,017","493","358","69","3"
"충청남도 공주시 정안면(4415037000)","4,688","4,688","92","328","243","223","381","724","1,247","743","572","131","4"
"충청남도 공주시 우성면(4415038000)","5,061","5,061","140","255","318","303","461","864","1,229","788","604","97","2"
"충청남도 공주시 사곡면(4415039000)","2,804","2,804","51","153","135","121","215","485","702","463","421","57","1"
"충청남도 공주시 신풍면(4415040000)","3,115","3,115","71","83","128","154","268","536","946","526","333","67","3"
"충청남도 공주시 중학동(4415051000)","4,452","4,452","169","311","573","353","510","767","823","536","350","59","1"
"충청남도 공주시 웅진동(4415054000)","7,919","7,919","423","603","831","796","1,084","1,303","1,456","844","510","69","0"
"충청남도 공주시 금학동(4415055000)","5,276","5,276","255","577","718","433","726","889","914","449","270","43","2"
"충청남도 공주시 옥룡동(4415056000)","7,542","7,542","235","501","707","588","931","1,410","1,604","923","571","69","3"
"충청남도 공주시 신관동(4415057000)","19,379","19,379","1,133","1,986","3,560","2,100","2,830","3,160","2,562","1,270","680","96","2"
"충청남도 공주시 월송동(4415059000)","15,288","15,288","1,531","1,788","1,910","1,929","2,527","2,424","1,736","841","495","105","2"
"충청남도 보령시 (4418000000)","96,999","96,999","5,141","7,790","8,529","8,407","12,863","16,309","18,540","11,405","6,933","1,054","28"
"충청남도 보령시 웅천읍(4418025000)","5,947","5,947","117","267","346","311","509","1,012","1,562","1,024","663","136","0"
"충청남도 보령시 주포면(4418031000)","1,577","1,577","29","76","137","85","143","260","403","269","151","24","0"
"충청남도 보령시 오천면(4418032000)","2,091","2,091","28","102","132","103","210","360","544","357","218","37","0"
"충청남도 보령시 오천면어항출장소(4418032500)","1,575","1,575","50","91","110","77","197","304","405","196","124","20","1"
"충청남도 보령시 원산출장소(4418032900)","1,065","1,065","15","62","67","45","105","185","248","195","126","17","0"
"충청남도 보령시 천북면(4418033000)","3,343","3,343","83","150","179","167","295","537","852","584","424","70","2"
"충청남도 보령시 청소면(4418034000)","2,505","2,505","54","85","126","114","178","368","626","492","401","60","1"
"충청남도 보령시 청라면(4418035000)","3,689","3,689","78","182","221","157","326","583","942","675","460","62","3"
"충청남도 보령시 남포면(4418036000)","4,944","4,944","123","220","321","241","416","853","1,278","828","555","104","5"
"충청남도 보령시 주산면(4418038000)","2,358","2,358","25","85","99","80","141","350","619","453","423","80","3"
"충청남도 보령시 미산면(4418039000)","1,676","1,676","38","52","63","62","123","237","451","336","270","44","0"
"충청남도 보령시 성주면(4418040000)","2,048","2,048","60","80","124","113","224","334","548","352","194","18","1"
"충청남도 보령시 주교면(4418041000)","5,049","5,049","132","286","395","287","617","915","1,169","704","465","76","3"
"충청남도 보령시 대천1동(4418051500)","13,495","13,495","842","1,347","1,457","1,407","1,990","2,336","2,144","1,298","589","82","3"
"충청남도 보령시 대천2동(4418052500)","6,391","6,391","376","590","607","649","973","1,088","1,038","648","391","31","0"
"충청남도 보령시 대천3동(4418053500)","15,804","15,804","1,366","1,871","1,750","1,940","2,895","2,517","1,969","967","470","57","2"
"충청남도 보령시 대천4동(4418054500)","17,376","17,376","1,521","1,905","1,980","2,117","2,835","2,967","2,262","1,160","560","67","2"
"충청남도 보령시 대천5동(4418056500)","6,066","6,066","204","339","415","452","686","1,103","1,480","867","449","69","2"
"충청남도 아산시 (4420000000)","336,098","336,098","31,032","37,506","37,674","48,970","61,417","50,389","37,618","18,989","10,850","1,613","40"
"충청남도 아산시 염치읍(4420025000)","6,172","6,172","227","455","500","497","777","1,134","1,283","711","502","85","1"
"충청남도 아산시 배방읍(4420025300)","85,698","85,698","9,039","10,323","10,945","15,686","16,357","11,679","6,992","3,055","1,404","215","3"
"충청남도 아산시 송악면(4420031000)","4,149","4,149","145","376","252","246","509","747","892","561","354","67","0"
"충청남도 아산시 탕정면(4420033000)","35,163","35,163","5,343","5,010","3,821","6,728","7,821","3,736","1,567","690","379","66","2"
"충청남도 아산시 음봉면(4420035000)","20,208","20,208","2,170","1,989","2,048","3,089","3,775","2,880","2,488","1,068","582","115","4"
"충청남도 아산시 둔포면(4420036000)","22,896","22,896","2,471","1,696","2,217","4,571","4,134","3,133","2,680","1,181","694","115","4"
"충청남도 아산시 영인면(4420037000)","5,376","5,376","138","233","362","383","495","908","1,324","822","610","98","3"
"충청남도 아산시 인주면(4420038000)","5,971","5,971","202","346","432","513","825","1,164","1,239","664","498","87","1"
"충청남도 아산시 선장면(4420039000)","2,972","2,972","44","95","157","151","229","474","767","563","429","59","4"
"충청남도 아산시 도고면(4420040000)","4,393","4,393","111","176","286","263","394","784","1,080","684","547","68","0"
"충청남도 아산시 신창면(4420041000)","18,843","18,843","1,143","1,910","2,202","1,820","3,178","3,304","2,721","1,533","915","116","1"
"충청남도 아산시 온양1동(4420057000)","9,141","9,141","773","704","1,067","1,481","1,590","1,283","1,176","677","335","52","3"
"충청남도 아산시 온양2동(4420058000)","10,582","10,582","343","743","1,606","1,138","1,435","1,937","1,822","985","501","68","4"
"충청남도 아산시 온양3동(4420059000)","37,818","37,818","3,394","5,118","4,515","4,676","7,384","5,883","3,849","1,915","954","126","4"
"충청남도 아산시 온양4동(4420060000)","17,801","17,801","1,154","2,201","2,025","1,756","3,194","3,191","2,329","1,244","618","87","2"
"충청남도 아산시 온양5동(4420061000)","21,011","21,011","1,682","2,703","2,643","2,486","3,946","3,592","2,244","1,056","581","74","4"
"충청남도 아산시 온양6동(4420062000)","27,904","27,904","2,653","3,428","2,596","3,486","5,374","4,560","3,165","1,580","947","115","0"
"충청남도 서산시 (4421000000)","176,341","176,341","13,644","17,181","18,265","20,771","27,625","28,970","25,035","14,213","9,049","1,544","44"
"충청남도 서산시 대산읍(4421025000)","13,251","13,251","615","889","1,680","1,380","1,707","2,967","2,237","1,000","647","126","3"
"충청남도 서산시 인지면(4421031000)","7,183","7,183","384","653","582","495","1,015","1,364","1,254","757","566","107","6"
"충청남도 서산시 부석면(4421032000)","5,203","5,203","95","194","239","226","431","802","1,333","1,034","718","129","2"
